Link,Published Date,Source,Summary,Title,neg,neu,pos,compound,Sentiment,words
https://www.foxsports.com/watch/undisputed/video/1970182211874,"Tue, 02 Nov 2021 16:51:55 +0000",Fox Sports News,"damian lillard struggled loss joel embiid-less philadelphia sixers last night, scoring 20 points including 2-for-9 three-point range 113-103 loss. game, lillard said struggles give chance show 'true character.' however, people raised eyebrows comment considering past weekend freestyle went viral, rapped quote: 'not wanting join super team might end achilles’ heel.' skip bayless discusses dame's heart playing blazers not.",Skip Bayless reacts to Damian Lillard&#8217;s freestyle about not joining a super team may be his &#8216;Achilles heel&#8217; I UNDISPUTED,0.196,0.635,0.169,-0.2579,Negative,"['damian', 'lillard', 'struggled', 'loss', 'joel', 'embiid-less', 'philadelphia', 'sixers', 'last', 'night,', 'scoring', '20', 'points', 'including', '2-for-9', 'three-point', 'range', '113-103', 'loss.', 'game,', 'lillard', 'said', 'struggles', 'give', 'chance', 'show', ""'true"", ""character.'"", 'however,', 'people', 'raised', 'eyebrows', 'comment', 'considering', 'past', 'weekend', 'freestyle', 'went', 'viral,', 'rapped', 'quote:', ""'not"", 'wanting', 'join', 'super', 'team', 'might', 'end', 'achilles’', ""heel.'"", 'skip', 'bayless', 'discusses', ""dame's"", 'heart', 'playing', 'blazers', 'not.']"
https://www.foxsports.com/watch/the-herd-with-colin-cowherd/video/1970182211861,"Tue, 02 Nov 2021 16:49:56 +0000",Fox Sports News,"colin cowherd says hot take say odell beckham jr work cleveland browns. lebron james taking twitter '#freeobj"" odell beckham sr insisting son gel quarterback baker mayfield, colin breaks time browns let obj go.",Colin Cowherd defends Odell Beckham Jr: 'He wants out and it's time Browns let him go' I THE HERD,0.0,1.0,0.0,0.0,Neutral,"['colin', 'cowherd', 'says', 'hot', 'take', 'say', 'odell', 'beckham', 'jr', 'work', 'cleveland', 'browns.', 'lebron', 'james', 'taking', 'twitter', '\'#freeobj""', 'odell', 'beckham', 'sr', 'insisting', 'son', 'gel', 'quarterback', 'baker', 'mayfield,', 'colin', 'breaks', 'time', 'browns', 'let', 'obj', 'go.']"
https://www.foxsports.com/watch/the-herd-with-colin-cowherd/video/1970182723655,"Tue, 02 Nov 2021 16:49:42 +0000",Fox Sports News,"kansas city chiefs fought way 4-4 record defeating new york giants monday night. despite win, struggled turnovers, colin cowherd thinks there's big chance patrick mahomes chiefs playoffs. watch colin shares thoughts chiefs' struggles head week 9 season.",Colin Cowherd: There&#8217;s a strong likelihood Kansas City will not be a playoff team I THE HERD,0.224,0.642,0.134,-0.6412,Negative,"['kansas', 'city', 'chiefs', 'fought', 'way', '4-4', 'record', 'defeating', 'new', 'york', 'giants', 'monday', 'night.', 'despite', 'win,', 'struggled', 'turnovers,', 'colin', 'cowherd', 'thinks', ""there's"", 'big', 'chance', 'patrick', 'mahomes', 'chiefs', 'playoffs.', 'watch', 'colin', 'shares', 'thoughts', ""chiefs'"", 'struggles', 'head', 'week', '9', 'season.']"
https://www.foxsports.com/watch/undisputed/video/1970177091737,"Tue, 02 Nov 2021 16:35:56 +0000",Fox Sports News,"von miller said emotions 'raw' found denver broncos traded los angeles rams two draft picks. super bowl 50 mvp join loaded defense featuring all-pros aaron donald jalen ramsey, mention high-flying offense side ball. skip bayless shannon sharpe discuss trade. shannon thinks von needs least 70% rams win super bowl.",Shannon Sharpe reacts to Von Miller being traded to the Rams I UNDISPUTED,0.033,0.713,0.254,0.9231,Positive,"['von', 'miller', 'said', 'emotions', ""'raw'"", 'found', 'denver', 'broncos', 'traded', 'los', 'angeles', 'rams', 'two', 'draft', 'picks.', 'super', 'bowl', '50', 'mvp', 'join', 'loaded', 'defense', 'featuring', 'all-pros', 'aaron', 'donald', 'jalen', 'ramsey,', 'mention', 'high-flying', 'offense', 'side', 'ball.', 'skip', 'bayless', 'shannon', 'sharpe', 'discuss', 'trade.', 'shannon', 'thinks', 'von', 'needs', 'least', '70%', 'rams', 'win', 'super', 'bowl.']"
https://www.foxsports.com/watch/undisputed/video/1970180163528,"Tue, 02 Nov 2021 16:33:23 +0000",Fox Sports News,"despite clicking cylinders, kansas city chiefs held new york giants win 20-17 monday night football improve 4-4 year. patrick mahomes still look quite right, going top 3 qbr every season since winning mvp 2018 ranking 12th league following qbr 7 19 past two games. game, mahomes said quote: 'i think we're going snap find way start executing do, tough offense stop.' skip bayless breaks chiefs' win says mahomes offense.","Skip Bayless on Patrick Mahomes&#8217; struggles in Chiefs win: He is becoming a parody of himself, a caricature I UNDISPUTED",0.092,0.717,0.191,0.8824,Positive,"['despite', 'clicking', 'cylinders,', 'kansas', 'city', 'chiefs', 'held', 'new', 'york', 'giants', 'win', '20-17', 'monday', 'night', 'football', 'improve', '4-4', 'year.', 'patrick', 'mahomes', 'still', 'look', 'quite', 'right,', 'going', 'top', '3', 'qbr', 'every', 'season', 'since', 'winning', 'mvp', '2018', 'ranking', '12th', 'league', 'following', 'qbr', '7', '19', 'past', 'two', 'games.', 'game,', 'mahomes', 'said', 'quote:', ""'i"", 'think', ""we're"", 'going', 'snap', 'find', 'way', 'start', 'executing', 'do,', 'tough', 'offense', ""stop.'"", 'skip', 'bayless', 'breaks', ""chiefs'"", 'win', 'says', 'mahomes', 'offense.']"
https://www.foxsports.com/watch/undisputed/video/1970157123651,"Tue, 02 Nov 2021 15:32:23 +0000",Fox Sports News,"despite clicking cylinders, kansas city chiefs held new york giants win 20-17 monday night football improve 4-4 year. patrick mahomes still look quite right, going top 3 qbr every season since winning mvp 2018 ranking 12th league following qbr 7 19 past two games. game, mahomes said quote: 'i think we're going snap find way start executing do, tough offense stop.' skip bayless shannon sharpe discuss wrong mahomes despite chiefs' win.",Shannon Sharpe: The Chiefs&#8217; defense sharing the field with Daniel Jones to win shows Patrick Mahomes&#8217; struggles I UNDISPUTED,0.138,0.721,0.141,0.3164,Positive,"['despite', 'clicking', 'cylinders,', 'kansas', 'city', 'chiefs', 'held', 'new', 'york', 'giants', 'win', '20-17', 'monday', 'night', 'football', 'improve', '4-4', 'year.', 'patrick', 'mahomes', 'still', 'look', 'quite', 'right,', 'going', 'top', '3', 'qbr', 'every', 'season', 'since', 'winning', 'mvp', '2018', 'ranking', '12th', 'league', 'following', 'qbr', '7', '19', 'past', 'two', 'games.', 'game,', 'mahomes', 'said', 'quote:', ""'i"", 'think', ""we're"", 'going', 'snap', 'find', 'way', 'start', 'executing', 'do,', 'tough', 'offense', ""stop.'"", 'skip', 'bayless', 'shannon', 'sharpe', 'discuss', 'wrong', 'mahomes', 'despite', ""chiefs'"", 'win.']"
https://www.foxsports.com/wwe/story/wwe-nxt-nov-2-2021-110221,"Tue, 02 Nov 2021 14:40:27 +0000",Fox Sports News,"reclaiming nxt north american title johnny gargano &amp;&nbsp;dexter lumis' haunted house, carmelo hayes &amp;&nbsp;trick williams take pair tag team action. plus&nbsp;von wagner &amp; kyle o'reilly settle twitter feud legado del fantasma ring,&nbsp;cameron grimes steps duke hudson's poker room much nxt 2.0 tonight 8/7 c usa!","WWE NXT: Nov. 2, 2021",0.156,0.844,0.0,-0.7777,Negative,"['reclaiming', 'nxt', 'north', 'american', 'title', 'johnny', 'gargano', '&amp;&nbsp;dexter', ""lumis'"", 'haunted', 'house,', 'carmelo', 'hayes', '&amp;&nbsp;trick', 'williams', 'take', 'pair', 'tag', 'team', 'action.', 'plus&nbsp;von', 'wagner', '&amp;', 'kyle', ""o'reilly"", 'settle', 'twitter', 'feud', 'legado', 'del', 'fantasma', 'ring,&nbsp;cameron', 'grimes', 'steps', 'duke', ""hudson's"", 'poker', 'room', 'much', 'nxt', '2.0', 'tonight', '8/7', 'c', 'usa!']"
https://www.foxsports.com/watch/first-things-first/video/1970134595711,"Tue, 02 Nov 2021 14:11:01 +0000",Fox Sports News,"kansas city chiefs scraped win new york giants monday night, although nick wright impressed team's performance win, hopeful optimistic rest season. sitting 4-4, patrick mahomes chiefs chance turn season around. nick explains one win green bay packers put back running first place las vegas raiders.",Nick Wright wasn&#8217;t impressed with Chiefs&#8217; Monday night win: &#8216;But I am optimistic&#8217; I FIRST THINGS FIRST,0.0,0.632,0.368,0.9686,Positive,"['kansas', 'city', 'chiefs', 'scraped', 'win', 'new', 'york', 'giants', 'monday', 'night,', 'although', 'nick', 'wright', 'impressed', ""team's"", 'performance', 'win,', 'hopeful', 'optimistic', 'rest', 'season.', 'sitting', '4-4,', 'patrick', 'mahomes', 'chiefs', 'chance', 'turn', 'season', 'around.', 'nick', 'explains', 'one', 'win', 'green', 'bay', 'packers', 'put', 'back', 'running', 'first', 'place', 'las', 'vegas', 'raiders.']"
https://www.foxsports.com/wwe/video/1970018371513,"Tue, 02 Nov 2021 03:31:32 +0000",Fox Sports News,kevin owens got chance wwe title monday night raw interrupting seth rollins’ pitch title opportunity. owens big e went one one coveted title stood line.,Big E defends the WWE Title against Kevin Owens,0.076,0.759,0.166,0.3818,Positive,"['kevin', 'owens', 'got', 'chance', 'wwe', 'title', 'monday', 'night', 'raw', 'interrupting', 'seth', 'rollins’', 'pitch', 'title', 'opportunity.', 'owens', 'big', 'e', 'went', 'one', 'one', 'coveted', 'title', 'stood', 'line.']"
https://www.foxsports.com/college-football/video/1970009667661,"Tue, 02 Nov 2021 02:53:23 +0000",Fox Sports News,mike pereira dean blandino react bowling green's scot loeffler getting ejected multiple unsportsmanlike conduct penalties.,&#8216;Maybe this will send a message to the coach&#8217; — Mike Pereira on Bowling Green&#8217;s coach ejection,0.0,1.0,0.0,0.0,Neutral,"['mike', 'pereira', 'dean', 'blandino', 'react', 'bowling', ""green's"", 'scot', 'loeffler', 'getting', 'ejected', 'multiple', 'unsportsmanlike', 'conduct', 'penalties.']"
https://www.ctvnews.ca/sports/bettman-apologizes-to-beach-defends-nhl-in-wake-of-sexual-assault-allegations-1.5647241,"Mon, 1 Nov 2021 15:09:00 -0400",CTV News,nhl commissioner gary bettman came fire monday defended league's response last week's release damning report chicago blackhawks handled sexual assault allegations made one prospects assistant coach team's 2010 run stanley cup.,"Bettman apologizes to Beach, defends NHL in wake of sexual assault allegations",0.228,0.714,0.058,-0.7506,Negative,"['nhl', 'commissioner', 'gary', 'bettman', 'came', 'fire', 'monday', 'defended', ""league's"", 'response', 'last', ""week's"", 'release', 'damning', 'report', 'chicago', 'blackhawks', 'handled', 'sexual', 'assault', 'allegations', 'made', 'one', 'prospects', 'assistant', 'coach', ""team's"", '2010', 'run', 'stanley', 'cup.']"
https://www.ctvnews.ca/sports/former-fifa-officials-sepp-blatter-platini-indicted-for-fraud-in-switzerland-1.5648381,"Tue, 2 Nov 2021 10:51:00 -0400",CTV News,former fifa officials sepp blatter michel platini charged fraud offenses swiss prosecutors tuesday six-year investigation controversial us$2 million payment.,"Former FIFA officials Sepp Blatter, Platini indicted for fraud in Switzerland",0.398,0.602,0.0,-0.836,Negative,"['former', 'fifa', 'officials', 'sepp', 'blatter', 'michel', 'platini', 'charged', 'fraud', 'offenses', 'swiss', 'prosecutors', 'tuesday', 'six-year', 'investigation', 'controversial', 'us$2', 'million', 'payment.']"
https://www.ctvnews.ca/sports/judge-says-kobe-s-widow-won-t-have-to-undergo-mental-exam-1.5647989,"Tue, 2 Nov 2021 01:23:13 -0400",CTV News,"kobe bryant's widow undergo psychiatric testing lawsuit graphic photos 2020 helicopter crash killed basketball star, 13-year-old daughter others, federal judge ruled monday.",Judge says Kobe's widow won't have to undergo mental exam,0.324,0.676,0.0,-0.8442,Negative,"['kobe', ""bryant's"", 'widow', 'undergo', 'psychiatric', 'testing', 'lawsuit', 'graphic', 'photos', '2020', 'helicopter', 'crash', 'killed', 'basketball', 'star,', '13-year-old', 'daughter', 'others,', 'federal', 'judge', 'ruled', 'monday.']"
https://www.ctvnews.ca/sports/auger-aliassime-stays-in-running-for-place-at-atp-finals-1.5648538,"Tue, 2 Nov 2021 12:20:36 -0400",CTV News,"felix auger-aliassime stayed contention place atp finals beating italian qualifier gianluca mager 4-6, 6-4, 6-1 tuesday first round paris masters.",Auger-Aliassime stays in running for place at ATP Finals,0.136,0.864,0.0,-0.4588,Negative,"['felix', 'auger-aliassime', 'stayed', 'contention', 'place', 'atp', 'finals', 'beating', 'italian', 'qualifier', 'gianluca', 'mager', '4-6,', '6-4,', '6-1', 'tuesday', 'first', 'round', 'paris', 'masters.']"
https://www.ctvnews.ca/sports/late-innings-late-nights-as-world-series-games-lengthen-1.5648009,"Tue, 2 Nov 2021 05:50:24 -0400",CTV News,"late innings means late nights world series, many fans struggling stay awake braves astros play baseball's important games year.","Late innings, late nights as World Series games lengthen",0.112,0.602,0.285,0.5106,Positive,"['late', 'innings', 'means', 'late', 'nights', 'world', 'series,', 'many', 'fans', 'struggling', 'stay', 'awake', 'braves', 'astros', 'play', ""baseball's"", 'important', 'games', 'year.']"
https://www.ctvnews.ca/sports/nhlpa-votes-on-investigation-into-how-union-handled-kyle-beach-s-allegations-1.5647858,"Mon, 1 Nov 2021 21:34:56 -0400",CTV News,nhl players' association considering opening independent investigation handled allegations sexual assault brought forward chicago blackhawks prospect former assistant coach 2010.,NHLPA votes on investigation into how union handled Kyle Beach's allegations,0.158,0.75,0.092,-0.3818,Negative,"['nhl', ""players'"", 'association', 'considering', 'opening', 'independent', 'investigation', 'handled', 'allegations', 'sexual', 'assault', 'brought', 'forward', 'chicago', 'blackhawks', 'prospect', 'former', 'assistant', 'coach', '2010.']"
https://www.ctvnews.ca/sports/canada-stuns-holders-france-as-billie-jean-king-cup-finals-kick-off-1.5647829,"Mon, 1 Nov 2021 21:01:04 -0400",CTV News,canada's gabriela dabrowski rebecca marino deciding doubles rubber help stun defending champions france 2-1 opening day new-look billie jean king cup finals monday.,Canada stuns holders France as Billie Jean King Cup finals kick off,0.0,0.775,0.225,0.7269,Positive,"[""canada's"", 'gabriela', 'dabrowski', 'rebecca', 'marino', 'deciding', 'doubles', 'rubber', 'help', 'stun', 'defending', 'champions', 'france', '2-1', 'opening', 'day', 'new-look', 'billie', 'jean', 'king', 'cup', 'finals', 'monday.']"
https://www.ctvnews.ca/sports/fifa-wraps-second-set-of-visits-to-potential-world-cup-hosts-1.5647674,"Mon, 1 Nov 2021 19:17:24 -0400",CTV News,"fifa concacaf inching closer making final call cities u.s., canada mexico host matches 2026 world cup, decisions expected sometime next spring.",FIFA wraps second set of visits to potential World Cup hosts,0.0,1.0,0.0,0.0,Neutral,"['fifa', 'concacaf', 'inching', 'closer', 'making', 'final', 'call', 'cities', 'u.s.,', 'canada', 'mexico', 'host', 'matches', '2026', 'world', 'cup,', 'decisions', 'expected', 'sometime', 'next', 'spring.']"
https://www.ctvnews.ca/sports/braves-look-to-finish-off-astros-in-game-5-of-world-series-1.5645884,"Sun, 31 Oct 2021 09:53:21 -0400",CTV News,"dansby swanson pinch-hitter jorge soler connected back-to-back homers seventh inning saturday night, propelling atlanta braves 3-2 victory houston astros commanding 3-1 series lead.",Braves look to finish off Astros in Game 5 of World Series,0.0,0.884,0.116,0.4404,Positive,"['dansby', 'swanson', 'pinch-hitter', 'jorge', 'soler', 'connected', 'back-to-back', 'homers', 'seventh', 'inning', 'saturday', 'night,', 'propelling', 'atlanta', 'braves', '3-2', 'victory', 'houston', 'astros', 'commanding', '3-1', 'series', 'lead.']"
https://www.ctvnews.ca/sports/trump-participates-in-tomahawk-chop-at-world-series-game-1.5646041,"Sun, 31 Oct 2021 14:37:00 -0400",CTV News,former u.s president donald trump participated controversial 'tomahawk chop' game 4 world series atlanta saturday night.,Trump participates in 'Tomahawk chop' at World Series game,0.107,0.893,0.0,-0.2023,Negative,"['former', 'u.s', 'president', 'donald', 'trump', 'participated', 'controversial', ""'tomahawk"", ""chop'"", 'game', '4', 'world', 'series', 'atlanta', 'saturday', 'night.']"
https://www.ctvnews.ca/sports/ravens-lb-malik-harrison-struck-by-stray-bullet-in-cleveland-1.5647285,"Mon, 1 Nov 2021 15:56:00 -0400",CTV News,baltimore ravens starting linebacker malik harrison recovering monday struck leg stray bullet police said outside cleveland nightclub.,Ravens LB Malik Harrison struck by stray bullet in Cleveland,0.111,0.889,0.0,-0.25,Negative,"['baltimore', 'ravens', 'starting', 'linebacker', 'malik', 'harrison', 'recovering', 'monday', 'struck', 'leg', 'stray', 'bullet', 'police', 'said', 'outside', 'cleveland', 'nightclub.']"
https://www.ctvnews.ca/sports/nhl-concludes-bill-peters-investigation-but-akim-aliu-s-lawyer-casts-doubt-1.5647619,"Mon, 1 Nov 2021 18:58:02 -0400",CTV News,nhl says completed investigation alleged racist abusive behaviour former calgary flames head coach bill peters toward players.,"NHL concludes Bill Peters investigation, but Akim Aliu's lawyer casts doubt",0.353,0.647,0.0,-0.8481,Negative,"['nhl', 'says', 'completed', 'investigation', 'alleged', 'racist', 'abusive', 'behaviour', 'former', 'calgary', 'flames', 'head', 'coach', 'bill', 'peters', 'toward', 'players.']"
https://www.ctvnews.ca/sports/international-handball-federation-to-allow-women-to-wear-shorts-instead-of-sexist-bikini-bottoms-1.5646609,"Mon, 1 Nov 2021 09:18:00 -0400",CTV News,international handball federation (ihf) changed rules regarding women's uniforms allow beach handball players wear shorts instead bikini bottoms following complaints previous regulations sexist.,International Handball Federation to allow women to wear shorts instead of 'sexist' bikini bottoms,0.105,0.82,0.074,-0.2023,Negative,"['international', 'handball', 'federation', '(ihf)', 'changed', 'rules', 'regarding', ""women's"", 'uniforms', 'allow', 'beach', 'handball', 'players', 'wear', 'shorts', 'instead', 'bikini', 'bottoms', 'following', 'complaints', 'previous', 'regulations', 'sexist.']"
https://www.ctvnews.ca/sports/barcelona-star-sergio-aguero-admitted-to-hospital-for-cardiac-exam-after-chest-pain-during-match-1.5645986,"Sun, 31 Oct 2021 12:59:34 -0400",CTV News,barcelona striker sergio aguero taken hospital 'cardiac exam' suffering chest pain dizziness side's 1-1 draw alaves saturday.,Barcelona star Sergio Aguero admitted to hospital for 'cardiac exam' after chest pain during match,0.299,0.701,0.0,-0.7506,Negative,"['barcelona', 'striker', 'sergio', 'aguero', 'taken', 'hospital', ""'cardiac"", ""exam'"", 'suffering', 'chest', 'pain', 'dizziness', ""side's"", '1-1', 'draw', 'alaves', 'saturday.']"
https://www.ctvnews.ca/sports/jerry-remy-boston-red-sox-player-and-broadcaster-dies-1.5646038,"Sun, 31 Oct 2021 14:21:00 -0400",CTV News,"jerry remy, boston red sox second baseman went become local icon television broadcaster, died cancer. 68.","Jerry Remy, Boston Red Sox player and broadcaster, dies",0.364,0.636,0.0,-0.8402,Negative,"['jerry', 'remy,', 'boston', 'red', 'sox', 'second', 'baseman', 'went', 'become', 'local', 'icon', 'television', 'broadcaster,', 'died', 'cancer.', '68.']"
https://www.ctvnews.ca/sports/crystal-palace-soccer-player-zaha-critical-of-instagram-over-racism-1.5645845,"Sun, 31 Oct 2021 08:16:00 -0400",CTV News,crystal palace player wilfried zaha called instagram take racism seriously targeted abuse scoring 2-0 win manchester city saturday.,Crystal Palace soccer player Zaha critical of Instagram over racism,0.36,0.504,0.137,-0.7351,Negative,"['crystal', 'palace', 'player', 'wilfried', 'zaha', 'called', 'instagram', 'take', 'racism', 'seriously', 'targeted', 'abuse', 'scoring', '2-0', 'win', 'manchester', 'city', 'saturday.']"
https://www.ctvnews.ca/sports/nhl-commissioner-meets-with-kyle-beach-offers-league-s-help-1.5645377,"Sat, 30 Oct 2021 14:17:00 -0400",CTV News,nhl commissioner gary bettman talked kyle beach saturday league better protect players former first-round pick said sexually assaulted assistant coach 2010 allegations largely ignored chicago blackhawks.,"NHL commissioner meets with Kyle Beach, offers league's help",0.172,0.663,0.166,-0.0516,Negative,"['nhl', 'commissioner', 'gary', 'bettman', 'talked', 'kyle', 'beach', 'saturday', 'league', 'better', 'protect', 'players', 'former', 'first-round', 'pick', 'said', 'sexually', 'assaulted', 'assistant', 'coach', '2010', 'allegations', 'largely', 'ignored', 'chicago', 'blackhawks.']"
https://winnipeg.ctvnews.ca/nhl-says-it-will-not-discipline-jets-gm-kevin-cheveldayoff-in-blackhawks-sexual-assault-investigation-1.5643955,"Fri, 29 Oct 2021 12:03:00 -0400",CTV News,national hockey league said friday winnipeg jets general manager kevin cheveldayoff responsible improper decisions made chicago blackhawks disciplined result sexual assault investigation involving former assistant coach.,NHL says it will not discipline Jets GM Kevin Cheveldayoff in Blackhawks sexual assault investigation,0.126,0.797,0.076,-0.3612,Negative,"['national', 'hockey', 'league', 'said', 'friday', 'winnipeg', 'jets', 'general', 'manager', 'kevin', 'cheveldayoff', 'responsible', 'improper', 'decisions', 'made', 'chicago', 'blackhawks', 'disciplined', 'result', 'sexual', 'assault', 'investigation', 'involving', 'former', 'assistant', 'coach.']"
https://www.ctvnews.ca/sports/real-consequences-former-nhl-player-georges-laraque-on-what-needs-to-happen-to-make-change-in-the-league-1.5643840,"Fri, 29 Oct 2021 10:59:00 -0400",CTV News,former nhl player georges laraque says take 'real consequences' changes made league light sexual abuse case involving chicago blackhawks.,'Real consequences:' Former NHL player Georges Laraque on what needs to happen to make change in the league,0.189,0.811,0.0,-0.6369,Negative,"['former', 'nhl', 'player', 'georges', 'laraque', 'says', 'take', ""'real"", ""consequences'"", 'changes', 'made', 'league', 'light', 'sexual', 'abuse', 'case', 'involving', 'chicago', 'blackhawks.']"
